Y ,X1 ,X2 ,X3 ,
240 ,3 ,8 ,10 ,
54 ,2 ,9 ,3 ,
243 ,3 ,9 ,9 ,
24 ,1 ,6 ,4 ,
216 ,3 ,9 ,8 ,
12 ,1 ,4 ,3 ,
216 ,9 ,3 ,8 ,
250 ,5 ,10 ,5 ,
24 ,3 ,8 ,1 ,
36 ,2 ,9 ,2 ,
250 ,5 ,10 ,5 ,
350 ,5 ,10 ,7 ,
180 ,5 ,9 ,4 ,
16 ,2 ,1 ,8 ,
441 ,7 ,9 ,7 ,
90 ,9 ,5 ,2 ,
350 ,7 ,10 ,5 ,
16 ,1 ,4 ,4 ,
270 ,9 ,5 ,6 ,
8 ,4 ,1 ,2 ,
84 ,7 ,4 ,3 ,
160 ,4 ,8 ,5 ,
216 ,8 ,9 ,3 ,
360 ,9 ,8 ,5 ,
180 ,10 ,6 ,3 ,
200 ,10 ,5 ,4 ,
225 ,9 ,5 ,5 ,
168 ,4 ,6 ,7 ,
30 ,3 ,5 ,2 ,
162 ,2 ,9 ,9 ,
24 ,6 ,4 ,1 ,
9 ,1 ,9 ,1 ,
21 ,3 ,7 ,1 ,
180 ,5 ,9 ,4 ,
15 ,1 ,3 ,5 ,
16 ,1 ,2 ,8 ,
96 ,4 ,6 ,4 ,
96 ,2 ,6 ,8 ,
800 ,8 ,10 ,10 ,
16 ,1 ,2 ,8 ,
7 ,7 ,1 ,1 ,
70 ,2 ,7 ,5 ,
14 ,2 ,7 ,1 ,
10 ,2 ,1 ,5 ,
288 ,6 ,6 ,8 ,
84 ,7 ,4 ,3 ,
75 ,5 ,5 ,3 ,
56 ,7 ,8 ,1 ,
48 ,6 ,4 ,2 ,
90 ,6 ,3 ,5 ,
18 ,9 ,2 ,1 ,
140 ,4 ,7 ,5 ,
40 ,5 ,2 ,4 ,
250 ,5 ,10 ,5 ,
168 ,6 ,7 ,4 ,
16 ,1 ,8 ,2 ,
200 ,4 ,10 ,5 ,
360 ,6 ,6 ,10 ,
180 ,4 ,5 ,9 ,
28 ,7 ,4 ,1 ,
42 ,1 ,6 ,7 ,
300 ,6 ,10 ,5 ,
84 ,6 ,2 ,7 ,
63 ,1 ,7 ,9 ,
250 ,5 ,5 ,10 ,
200 ,5 ,10 ,4 ,
100 ,5 ,10 ,2 ,
432 ,6 ,8 ,9 ,
336 ,7 ,8 ,6 ,
35 ,7 ,1 ,5 ,
540 ,9 ,6 ,10 ,
42 ,3 ,7 ,2 ,
288 ,4 ,8 ,9 ,
240 ,8 ,6 ,5 ,
360 ,6 ,10 ,6 ,
480 ,10 ,6 ,8 ,
135 ,9 ,5 ,3 ,
48 ,8 ,3 ,2 ,
60 ,10 ,2 ,3 ,
360 ,8 ,9 ,5 ,
576 ,8 ,9 ,8 ,
245 ,7 ,7 ,5 ,
20 ,1 ,5 ,4 ,
16 ,4 ,4 ,1 ,
378 ,7 ,6 ,9 ,
30 ,5 ,2 ,3 ,
60 ,4 ,5 ,3 ,
56 ,8 ,7 ,1 ,
480 ,8 ,10 ,6 ,
270 ,10 ,9 ,3 ,
56 ,2 ,4 ,7 ,
128 ,8 ,2 ,8 ,
180 ,10 ,6 ,3 ,
36 ,6 ,2 ,3 ,
160 ,2 ,10 ,8 ,
16 ,4 ,4 ,1 ,
600 ,6 ,10 ,10 ,
45 ,1 ,9 ,5 ,
168 ,4 ,7 ,6 ,
270 ,5 ,9 ,6 ,
50 ,5 ,2 ,5 ,
12 ,1 ,4 ,3 ,
60 ,2 ,10 ,3 ,
36 ,4 ,9 ,1 ,
54 ,2 ,3 ,9 ,
20 ,2 ,1 ,10 ,
240 ,5 ,6 ,8 ,
20 ,4 ,1 ,5 ,
480 ,8 ,10 ,6 ,
648 ,9 ,8 ,9 ,
300 ,10 ,5 ,6 ,
90 ,9 ,10 ,1 ,
252 ,6 ,7 ,6 ,
900 ,10 ,10 ,9 ,
160 ,8 ,5 ,4 ,
252 ,4 ,9 ,7 ,
16 ,4 ,2 ,2 ,
60 ,10 ,2 ,3 ,
24 ,6 ,2 ,2 ,
8 ,1 ,8 ,1 ,
432 ,9 ,8 ,6 ,
96 ,3 ,8 ,4 ,
100 ,2 ,5 ,10 ,
48 ,8 ,2 ,3 ,
250 ,10 ,5 ,5 ,
120 ,10 ,2 ,6 ,
315 ,7 ,5 ,9 ,
200 ,5 ,5 ,8 ,
140 ,10 ,2 ,7 ,
240 ,5 ,6 ,8 ,
20 ,2 ,5 ,2 ,
64 ,2 ,4 ,8 ,
72 ,3 ,6 ,4 ,
100 ,10 ,5 ,2 ,
50 ,10 ,5 ,1 ,
180 ,6 ,6 ,5 ,
252 ,7 ,9 ,4 ,
320 ,5 ,8 ,8 ,
81 ,9 ,3 ,3 ,
28 ,7 ,4 ,1 ,
245 ,7 ,7 ,5 ,
63 ,1 ,9 ,7 ,
192 ,3 ,8 ,8 ,
120 ,6 ,5 ,4 ,
162 ,3 ,6 ,9 ,
567 ,7 ,9 ,9 ,
48 ,3 ,8 ,2 ,
256 ,4 ,8 ,8 ,
360 ,10 ,4 ,9 ,
84 ,7 ,2 ,6 ,
4 ,1 ,4 ,1 ,
56 ,2 ,4 ,7 ,
36 ,9 ,2 ,2 ,
36 ,1 ,9 ,4 ,
120 ,5 ,6 ,4 ,
20 ,1 ,2 ,10 ,
48 ,3 ,2 ,8 ,
18 ,1 ,3 ,6 ,
20 ,10 ,1 ,2 ,
9 ,3 ,1 ,3 ,
60 ,2 ,10 ,3 ,
108 ,6 ,2 ,9 ,
18 ,9 ,2 ,1 ,
72 ,6 ,3 ,4 ,
150 ,5 ,3 ,10 ,
240 ,5 ,8 ,6 ,
40 ,1 ,5 ,8 ,
90 ,6 ,5 ,3 ,
630 ,10 ,9 ,7 ,
189 ,7 ,9 ,3 ,
360 ,9 ,8 ,5 ,
10 ,5 ,2 ,1 ,
128 ,4 ,4 ,8 ,
28 ,7 ,2 ,2 ,
36 ,6 ,2 ,3 ,
48 ,4 ,4 ,3 ,
18 ,3 ,6 ,1 ,
80 ,5 ,8 ,2 ,
180 ,5 ,4 ,9 ,
20 ,4 ,1 ,5 ,
200 ,2 ,10 ,10 ,
160 ,10 ,8 ,2 ,
192 ,8 ,6 ,4 ,
6 ,2 ,1 ,3 ,
288 ,9 ,4 ,8 ,
800 ,10 ,8 ,10 ,
36 ,4 ,9 ,1 ,
98 ,2 ,7 ,7 ,
810 ,9 ,10 ,9 ,
252 ,7 ,9 ,4 ,
450 ,5 ,10 ,9 ,
48 ,2 ,4 ,6 ,
36 ,2 ,9 ,2 ,
300 ,10 ,6 ,5 ,
4 ,2 ,2 ,1 ,
48 ,8 ,2 ,3 ,
32 ,4 ,1 ,8 ,
64 ,4 ,4 ,4 ,
560 ,10 ,7 ,8 ,
32 ,2 ,8 ,2 ,
3 ,1 ,3 ,1 ,
24 ,2 ,6 ,2 ,
48 ,4 ,2 ,6 ,
147 ,3 ,7 ,7 ,
210 ,7 ,5 ,6 ,
240 ,5 ,8 ,6 ,
420 ,10 ,7 ,6 ,
210 ,3 ,10 ,7 ,
63 ,1 ,9 ,7 ,
200 ,4 ,5 ,10 ,
72 ,2 ,4 ,9 ,
288 ,8 ,9 ,4 ,
189 ,7 ,9 ,3 ,
6 ,1 ,3 ,2 ,
280 ,10 ,4 ,7 ,
108 ,4 ,3 ,9 ,
28 ,7 ,2 ,2 ,
320 ,8 ,5 ,8 ,
108 ,6 ,3 ,6 ,
63 ,9 ,1 ,7 ,
140 ,7 ,5 ,4 ,
126 ,7 ,3 ,6 ,
126 ,9 ,7 ,2 ,
96 ,4 ,6 ,4 ,
108 ,2 ,9 ,6 ,
112 ,7 ,2 ,8 ,
120 ,5 ,6 ,4 ,
60 ,3 ,2 ,10 ,
15 ,5 ,1 ,3 ,
288 ,8 ,6 ,6 ,
10 ,2 ,1 ,5 ,
18 ,6 ,3 ,1 ,
18 ,6 ,3 ,1 ,
135 ,5 ,3 ,9 ,
48 ,6 ,2 ,4 ,
60 ,2 ,5 ,6 ,
300 ,10 ,10 ,3 ,
36 ,2 ,2 ,9 ,
144 ,6 ,8 ,3 ,
378 ,6 ,9 ,7 ,
64 ,4 ,2 ,8 ,
54 ,9 ,2 ,3 ,
343 ,7 ,7 ,7 ,
288 ,9 ,4 ,8 ,
162 ,6 ,3 ,9 ,
450 ,10 ,5 ,9 ,
360 ,10 ,9 ,4 ,
240 ,6 ,8 ,5 ,
60 ,2 ,6 ,5 ,
576 ,8 ,8 ,9 ,
252 ,7 ,9 ,4 ,
105 ,3 ,5 ,7 ,
84 ,2 ,7 ,6 ,
60 ,3 ,10 ,2 ,
16 ,8 ,1 ,2 ,
600 ,10 ,6 ,10 ,
560 ,10 ,8 ,7 ,
16 ,2 ,2 ,4 ,
35 ,1 ,7 ,5 ,
28 ,7 ,4 ,1 ,
432 ,9 ,8 ,6 ,
180 ,5 ,4 ,9 ,
252 ,7 ,9 ,4 ,
60 ,5 ,4 ,3 ,
126 ,7 ,9 ,2 ,
126 ,2 ,7 ,9 ,
90 ,9 ,10 ,1 ,
144 ,2 ,9 ,8 ,
45 ,1 ,9 ,5 ,
192 ,4 ,8 ,6 ,
100 ,2 ,10 ,5 ,
72 ,4 ,3 ,6 ,
360 ,10 ,9 ,4 ,
336 ,6 ,7 ,8 ,
128 ,8 ,8 ,2 ,
27 ,3 ,3 ,3 ,
32 ,4 ,1 ,8 ,
60 ,5 ,2 ,6 ,
384 ,8 ,8 ,6 ,
480 ,10 ,6 ,8 ,
720 ,8 ,9 ,10 ,
56 ,1 ,7 ,8 ,
30 ,5 ,3 ,2 ,
480 ,10 ,6 ,8 ,
112 ,4 ,7 ,4 ,
486 ,9 ,9 ,6 ,
160 ,4 ,8 ,5 ,
54 ,9 ,6 ,1 ,
81 ,9 ,1 ,9 ,
350 ,5 ,7 ,10 ,
441 ,7 ,9 ,7 ,
45 ,3 ,3 ,5 ,
70 ,2 ,7 ,5 ,
30 ,3 ,2 ,5 ,
720 ,8 ,10 ,9 ,
24 ,4 ,3 ,2 ,
10 ,10 ,1 ,1 ,
50 ,1 ,5 ,10 ,
32 ,8 ,4 ,1 ,
56 ,2 ,7 ,4 ,
360 ,9 ,8 ,5 ,
135 ,9 ,5 ,3 ,
80 ,2 ,4 ,10 ,
810 ,10 ,9 ,9 ,
70 ,5 ,7 ,2 ,
210 ,7 ,3 ,10 ,
90 ,1 ,10 ,9 ,
80 ,4 ,4 ,5 ,
162 ,6 ,9 ,3 ,
630 ,7 ,10 ,9 ,
280 ,10 ,7 ,4 ,
540 ,9 ,6 ,10 ,
42 ,3 ,2 ,7 ,
24 ,8 ,1 ,3 ,
36 ,9 ,4 ,1 ,
6 ,1 ,6 ,1 ,
270 ,5 ,6 ,9 ,
14 ,1 ,2 ,7 ,
90 ,3 ,6 ,5 ,
224 ,4 ,8 ,7 ,
27 ,3 ,9 ,1 ,
30 ,3 ,1 ,10 ,
160 ,5 ,8 ,4 ,
160 ,8 ,5 ,4 ,
105 ,3 ,5 ,7 ,
28 ,1 ,7 ,4 ,
28 ,7 ,4 ,1 ,
900 ,9 ,10 ,10 ,
63 ,3 ,3 ,7 ,
90 ,9 ,2 ,5 ,
224 ,8 ,7 ,4 ,
60 ,3 ,10 ,2 ,
336 ,6 ,8 ,7 ,
162 ,6 ,3 ,9 ,
576 ,9 ,8 ,8 ,
144 ,6 ,4 ,6 ,
30 ,1 ,5 ,6 ,
27 ,1 ,3 ,9 ,
30 ,10 ,3 ,1 ,
270 ,5 ,6 ,9 ,
126 ,2 ,9 ,7 ,
120 ,2 ,10 ,6 ,
49 ,7 ,1 ,7 ,
189 ,3 ,9 ,7 ,
18 ,1 ,3 ,6 ,
315 ,9 ,5 ,7 ,
24 ,8 ,1 ,3 ,
350 ,7 ,5 ,10 ,
168 ,4 ,7 ,6 ,
378 ,7 ,9 ,6 ,
160 ,8 ,10 ,2 ,
35 ,5 ,7 ,1 ,
12 ,2 ,1 ,6 ,
252 ,7 ,4 ,9 ,
128 ,8 ,8 ,2 ,
180 ,9 ,5 ,4 ,
105 ,3 ,7 ,5 ,
96 ,2 ,8 ,6 ,
378 ,6 ,7 ,9 ,
36 ,1 ,9 ,4 ,
30 ,5 ,2 ,3 ,
96 ,4 ,6 ,4 ,
36 ,4 ,9 ,1 ,
180 ,10 ,2 ,9 ,
30 ,10 ,3 ,1 ,
100 ,5 ,10 ,2 ,
210 ,5 ,7 ,6 ,
100 ,10 ,2 ,5 ,
108 ,6 ,3 ,6 ,
49 ,1 ,7 ,7 ,
504 ,9 ,7 ,8 ,
800 ,8 ,10 ,10 ,
30 ,5 ,2 ,3 ,
448 ,8 ,7 ,8 ,
243 ,9 ,3 ,9 ,
50 ,2 ,5 ,5 ,
140 ,7 ,10 ,2 ,
18 ,1 ,9 ,2 ,
54 ,6 ,9 ,1 ,
70 ,7 ,2 ,5 ,
144 ,6 ,4 ,6 ,
450 ,5 ,9 ,10 ,
162 ,6 ,9 ,3 ,
63 ,1 ,9 ,7 ,
480 ,10 ,8 ,6 ,
108 ,3 ,9 ,4 ,
80 ,4 ,4 ,5 ,
7 ,1 ,1 ,7 ,
48 ,4 ,3 ,4 ,
350 ,5 ,7 ,10 ,
336 ,6 ,8 ,7 ,
216 ,8 ,9 ,3 ,
45 ,3 ,5 ,3 ,
30 ,5 ,1 ,6 ,
135 ,5 ,3 ,9 ,
12 ,4 ,3 ,1 ,
80 ,5 ,8 ,2 ,
720 ,10 ,8 ,9 ,
4 ,1 ,2 ,2 ,
288 ,8 ,9 ,4 ,
192 ,4 ,8 ,6 ,
180 ,9 ,2 ,10 ,
12 ,2 ,1 ,6 ,
288 ,4 ,8 ,9 ,
112 ,8 ,2 ,7 ,
36 ,2 ,2 ,9 ,
120 ,5 ,3 ,8 ,
576 ,8 ,8 ,9 ,
150 ,5 ,6 ,5 ,
42 ,1 ,7 ,6 ,
18 ,3 ,6 ,1 ,
90 ,2 ,5 ,9 ,
216 ,9 ,6 ,4 ,
72 ,8 ,9 ,1 ,
400 ,10 ,10 ,4 ,
72 ,9 ,8 ,1 ,
36 ,2 ,2 ,9 ,
90 ,9 ,2 ,5 ,
240 ,10 ,3 ,8 ,
105 ,3 ,5 ,7 ,
9 ,1 ,1 ,9 ,
96 ,8 ,2 ,6 ,
720 ,10 ,8 ,9 ,
80 ,10 ,4 ,2 ,
315 ,7 ,5 ,9 ,
504 ,9 ,8 ,7 ,
140 ,10 ,7 ,2 ,
56 ,2 ,7 ,4 ,
180 ,6 ,6 ,5 ,
96 ,4 ,6 ,4 ,
70 ,2 ,5 ,7 ,
270 ,10 ,9 ,3 ,
294 ,6 ,7 ,7 ,
20 ,10 ,1 ,2 ,
315 ,7 ,5 ,9 ,
504 ,8 ,9 ,7 ,
144 ,3 ,6 ,8 ,
30 ,1 ,6 ,5 ,
120 ,4 ,5 ,6 ,
288 ,4 ,8 ,9 ,
560 ,10 ,8 ,7 ,
56 ,4 ,2 ,7 ,
40 ,2 ,5 ,4 ,
96 ,4 ,3 ,8 ,
180 ,6 ,6 ,5 ,
30 ,3 ,5 ,2 ,
56 ,7 ,2 ,4 ,
700 ,10 ,7 ,10 ,
224 ,7 ,8 ,4 ,
60 ,2 ,5 ,6 ,
12 ,1 ,4 ,3 ,
384 ,8 ,6 ,8 ,
240 ,6 ,4 ,10 ,
48 ,2 ,3 ,8 ,
48 ,6 ,8 ,1 ,
30 ,3 ,5 ,2 ,
36 ,9 ,1 ,4 ,
441 ,9 ,7 ,7 ,
48 ,2 ,4 ,6 ,
168 ,4 ,6 ,7 ,
64 ,4 ,4 ,4 ,
24 ,1 ,8 ,3 ,
40 ,5 ,1 ,8 ,
560 ,7 ,8 ,10 ,
200 ,5 ,10 ,4 ,
56 ,7 ,8 ,1 ,
20 ,1 ,2 ,10 ,
140 ,4 ,5 ,7 ,
30 ,1 ,5 ,6 ,
252 ,4 ,9 ,7 ,
42 ,3 ,7 ,2 ,
96 ,4 ,6 ,4 ,
42 ,7 ,6 ,1 ,
270 ,9 ,5 ,6 ,
144 ,6 ,3 ,8 ,
196 ,7 ,4 ,7 ,
16 ,2 ,8 ,1 ,
168 ,7 ,3 ,8 ,
70 ,10 ,7 ,1 ,
270 ,10 ,9 ,3 ,
210 ,3 ,7 ,10 ,
45 ,5 ,9 ,1 ,
216 ,3 ,8 ,9 ,
180 ,9 ,5 ,4 ,
18 ,1 ,2 ,9 ,
27 ,9 ,1 ,3 ,
168 ,7 ,3 ,8 ,
32 ,4 ,4 ,2 ,
200 ,10 ,2 ,10 ,
128 ,4 ,4 ,8 ,
288 ,4 ,9 ,8 ,
10 ,2 ,1 ,5 ,
480 ,8 ,6 ,10 ,
96 ,8 ,4 ,3 ,
72 ,4 ,9 ,2 ,
180 ,6 ,3 ,10 ,
24 ,4 ,3 ,2 ,
63 ,1 ,9 ,7 ,
25 ,1 ,5 ,5 ,
5 ,1 ,5 ,1 ,
224 ,4 ,8 ,7 ,
48 ,8 ,6 ,1 ,
120 ,8 ,5 ,3 ,
168 ,7 ,8 ,3 ,
4 ,4 ,1 ,1 ,
16 ,1 ,2 ,8 ,
280 ,8 ,5 ,7 ,
81 ,9 ,3 ,3 ,
40 ,10 ,1 ,4 ,
96 ,6 ,2 ,8 ,
252 ,7 ,4 ,9 ,
105 ,3 ,5 ,7 ,
160 ,5 ,4 ,8 ,
224 ,4 ,8 ,7 ,
210 ,7 ,5 ,6 ,
252 ,7 ,6 ,6 ,
48 ,2 ,3 ,8 ,
210 ,7 ,6 ,5 ,
240 ,8 ,6 ,5 ,
168 ,6 ,7 ,4 ,
320 ,10 ,4 ,8 ,
140 ,10 ,2 ,7 ,
108 ,9 ,6 ,2 ,
576 ,8 ,8 ,9 ,
576 ,9 ,8 ,8 ,
18 ,6 ,1 ,3 ,
24 ,2 ,3 ,4 ,
32 ,8 ,4 ,1 ,
200 ,2 ,10 ,10 ,
36 ,4 ,3 ,3 ,
270 ,9 ,3 ,10 ,
120 ,4 ,5 ,6 ,
8 ,2 ,2 ,2 ,
4 ,4 ,1 ,1 ,
384 ,8 ,6 ,8 ,
7 ,1 ,7 ,1 ,
36 ,6 ,1 ,6 ,
48 ,8 ,6 ,1 ,
135 ,5 ,3 ,9 ,
336 ,6 ,7 ,8 ,
18 ,9 ,2 ,1 ,
240 ,6 ,10 ,4 ,
270 ,3 ,10 ,9 ,
40 ,1 ,5 ,8 ,
441 ,7 ,9 ,7 ,
288 ,9 ,4 ,8 ,
140 ,7 ,10 ,2 ,
40 ,2 ,4 ,5 ,
100 ,10 ,2 ,5 ,
36 ,3 ,2 ,6 ,
216 ,3 ,8 ,9 ,
63 ,7 ,9 ,1 ,
196 ,7 ,4 ,7 ,
4 ,1 ,1 ,4 ,
54 ,9 ,6 ,1 ,
8 ,2 ,4 ,1 ,
60 ,6 ,10 ,1 ,
90 ,1 ,10 ,9 ,
18 ,1 ,6 ,3 ,
84 ,6 ,7 ,2 ,
140 ,4 ,5 ,7 ,
480 ,10 ,8 ,6 ,
120 ,4 ,3 ,10 ,
280 ,7 ,5 ,8 ,
180 ,9 ,4 ,5 ,
36 ,3 ,6 ,2 ,
60 ,4 ,3 ,5 ,
120 ,10 ,3 ,4 ,
40 ,5 ,1 ,8 ,
64 ,4 ,4 ,4 ,
112 ,2 ,8 ,7 ,
240 ,4 ,10 ,6 ,
45 ,5 ,3 ,3 ,
196 ,4 ,7 ,7 ,
500 ,10 ,5 ,10 ,
32 ,8 ,1 ,4 ,
900 ,9 ,10 ,10 ,
81 ,3 ,3 ,9 ,
168 ,7 ,3 ,8 ,
16 ,1 ,2 ,8 ,
72 ,4 ,2 ,9 ,
60 ,4 ,5 ,3 ,
40 ,4 ,10 ,1 ,
60 ,4 ,5 ,3 ,
96 ,6 ,2 ,8 ,
160 ,10 ,4 ,4 ,
567 ,7 ,9 ,9 ,
56 ,2 ,7 ,4 ,
210 ,7 ,5 ,6 ,
4 ,1 ,4 ,1 ,
240 ,8 ,3 ,10 ,
480 ,6 ,8 ,10 ,
16 ,8 ,2 ,1 ,
10 ,5 ,1 ,2 ,
216 ,3 ,9 ,8 ,
144 ,6 ,8 ,3 ,
24 ,4 ,3 ,2 ,
392 ,7 ,8 ,7 ,
200 ,10 ,2 ,10 ,
80 ,1 ,10 ,8 ,
60 ,10 ,1 ,6 ,
40 ,10 ,4 ,1 ,
12 ,2 ,3 ,2 ,
16 ,2 ,2 ,4 ,
441 ,9 ,7 ,7 ,
128 ,4 ,8 ,4 ,
98 ,2 ,7 ,7 ,
9 ,9 ,1 ,1 ,
210 ,3 ,7 ,10 ,
384 ,8 ,6 ,8 ,
1 ,1 ,1 ,1 ,
112 ,2 ,8 ,7 ,
180 ,10 ,2 ,9 ,
300 ,6 ,10 ,5 ,
36 ,2 ,3 ,6 ,
800 ,8 ,10 ,10 ,
192 ,4 ,8 ,6 ,
270 ,5 ,9 ,6 ,
150 ,3 ,10 ,5 ,
72 ,3 ,8 ,3 ,
189 ,3 ,7 ,9 ,
27 ,9 ,1 ,3 ,
60 ,5 ,3 ,4 ,
504 ,8 ,7 ,9 ,
160 ,4 ,4 ,10 ,
40 ,4 ,2 ,5 ,
288 ,8 ,9 ,4 ,
18 ,1 ,6 ,3 ,
90 ,3 ,10 ,3 ,
36 ,2 ,2 ,9 ,
162 ,9 ,2 ,9 ,
160 ,4 ,8 ,5 ,
810 ,10 ,9 ,9 ,
30 ,2 ,3 ,5 ,
48 ,4 ,4 ,3 ,
54 ,9 ,1 ,6 ,
24 ,2 ,6 ,2 ,
36 ,6 ,3 ,2 ,
360 ,10 ,9 ,4 ,
16 ,4 ,4 ,1 ,
135 ,3 ,9 ,5 ,
84 ,3 ,4 ,7 ,
144 ,6 ,8 ,3 ,
180 ,3 ,6 ,10 ,
96 ,4 ,4 ,6 ,
270 ,10 ,9 ,3 ,
105 ,5 ,3 ,7 ,
8 ,4 ,1 ,2 ,
192 ,4 ,6 ,8 ,
420 ,10 ,6 ,7 ,
135 ,5 ,9 ,3 ,
100 ,1 ,10 ,10 ,
180 ,10 ,6 ,3 ,
84 ,3 ,4 ,7 ,
250 ,5 ,10 ,5 ,
350 ,10 ,5 ,7 ,
8 ,1 ,1 ,8 ,
40 ,8 ,1 ,5 ,
49 ,7 ,1 ,7 ,
10 ,2 ,5 ,1 ,
30 ,2 ,3 ,5 ,
16 ,1 ,2 ,8 ,
28 ,4 ,7 ,1 ,
18 ,1 ,6 ,3 ,
40 ,2 ,4 ,5 ,
480 ,10 ,6 ,8 ,
56 ,7 ,8 ,1 ,
48 ,2 ,4 ,6 ,
8 ,8 ,1 ,1 ,
162 ,9 ,9 ,2 ,
12 ,2 ,1 ,6 ,
100 ,10 ,5 ,2 ,
300 ,6 ,5 ,10 ,
189 ,9 ,3 ,7 ,
105 ,3 ,7 ,5 ,
80 ,2 ,8 ,5 ,
210 ,5 ,6 ,7 ,
12 ,2 ,3 ,2 ,
16 ,8 ,2 ,1 ,
40 ,10 ,4 ,1 ,
216 ,4 ,9 ,6 ,
240 ,3 ,10 ,8 ,
160 ,5 ,4 ,8 ,
224 ,8 ,4 ,7 ,
180 ,2 ,9 ,10 ,
256 ,8 ,8 ,4 ,
60 ,2 ,10 ,3 ,
60 ,5 ,6 ,2 ,
60 ,10 ,1 ,6 ,
216 ,9 ,6 ,4 ,
90 ,5 ,6 ,3 ,
40 ,4 ,1 ,10 ,
140 ,7 ,10 ,2 ,
150 ,3 ,10 ,5 ,
10 ,2 ,1 ,5 ,
54 ,3 ,9 ,2 ,
270 ,6 ,9 ,5 ,
96 ,4 ,8 ,3 ,
504 ,8 ,9 ,7 ,
160 ,4 ,10 ,4 ,
16 ,1 ,4 ,4 ,
200 ,5 ,10 ,4 ,
54 ,6 ,1 ,9 ,
80 ,4 ,10 ,2 ,
196 ,7 ,4 ,7 ,
270 ,6 ,5 ,9 ,
243 ,9 ,9 ,3 ,
336 ,6 ,7 ,8 ,
126 ,2 ,7 ,9 ,
9 ,3 ,1 ,3 ,
192 ,4 ,8 ,6 ,
8 ,4 ,1 ,2 ,
200 ,10 ,5 ,4 ,
432 ,8 ,6 ,9 ,
120 ,3 ,4 ,10 ,
100 ,5 ,2 ,10 ,
210 ,3 ,10 ,7 ,
64 ,2 ,8 ,4 ,
648 ,9 ,8 ,9 ,
240 ,10 ,4 ,6 ,
180 ,2 ,9 ,10 ,
40 ,1 ,5 ,8 ,
81 ,9 ,3 ,3 ,
144 ,8 ,2 ,9 ,
18 ,9 ,1 ,2 ,
600 ,10 ,6 ,10 ,
24 ,4 ,1 ,6 ,
30 ,5 ,3 ,2 ,
196 ,7 ,7 ,4 ,
350 ,10 ,7 ,5 ,
8 ,1 ,4 ,2 ,
180 ,4 ,9 ,5 ,
160 ,8 ,5 ,4 ,
150 ,10 ,3 ,5 ,
180 ,3 ,6 ,10 ,
75 ,5 ,5 ,3 ,
32 ,4 ,2 ,4 ,
80 ,5 ,2 ,8 ,
630 ,10 ,9 ,7 ,
360 ,9 ,5 ,8 ,
432 ,8 ,9 ,6 ,
90 ,10 ,9 ,1 ,
405 ,9 ,9 ,5 ,
54 ,1 ,6 ,9 ,
18 ,3 ,1 ,6 ,
112 ,4 ,7 ,4 ,
144 ,2 ,9 ,8 ,
80 ,8 ,2 ,5 ,
567 ,9 ,7 ,9 ,
128 ,4 ,8 ,4 ,
150 ,5 ,6 ,5 ,
160 ,8 ,2 ,10 ,
36 ,9 ,1 ,4 ,
42 ,1 ,7 ,6 ,
160 ,8 ,2 ,10 ,
140 ,5 ,4 ,7 ,
28 ,2 ,7 ,2 ,
480 ,6 ,10 ,8 ,
48 ,8 ,6 ,1 ,
270 ,3 ,9 ,10 ,
200 ,5 ,4 ,10 ,
630 ,7 ,10 ,9 ,
576 ,8 ,9 ,8 ,
20 ,10 ,2 ,1 ,
16 ,4 ,4 ,1 ,
576 ,9 ,8 ,8 ,
175 ,7 ,5 ,5 ,
40 ,4 ,2 ,5 ,
40 ,4 ,2 ,5 ,
90 ,1 ,10 ,9 ,
150 ,3 ,10 ,5 ,
105 ,5 ,7 ,3 ,
20 ,1 ,4 ,5 ,
60 ,2 ,3 ,10 ,
252 ,7 ,4 ,9 ,
96 ,2 ,6 ,8 ,
96 ,8 ,4 ,3 ,
300 ,3 ,10 ,10 ,
36 ,4 ,9 ,1 ,
40 ,5 ,1 ,8 ,
252 ,9 ,7 ,4 ,
81 ,3 ,3 ,9 ,
180 ,9 ,4 ,5 ,
128 ,4 ,4 ,8 ,
56 ,1 ,8 ,7 ,
567 ,9 ,7 ,9 ,
49 ,7 ,7 ,1 ,
540 ,9 ,10 ,6 ,
126 ,2 ,9 ,7 ,
240 ,4 ,6 ,10 ,
90 ,6 ,5 ,3 ,
40 ,8 ,1 ,5 ,
378 ,7 ,9 ,6 ,
150 ,10 ,5 ,3 ,
42 ,7 ,3 ,2 ,
400 ,8 ,5 ,10 ,
96 ,6 ,2 ,8 ,
24 ,4 ,2 ,3 ,
48 ,2 ,6 ,4 ,
360 ,9 ,10 ,4 ,
18 ,2 ,3 ,3 ,
7 ,7 ,1 ,1 ,
10 ,1 ,1 ,10 ,
20 ,2 ,1 ,10 ,
7 ,1 ,1 ,7 ,
432 ,8 ,9 ,6 ,
70 ,7 ,2 ,5 ,
126 ,9 ,7 ,2 ,
648 ,8 ,9 ,9 ,
256 ,8 ,8 ,4 ,
60 ,2 ,3 ,10 ,
125 ,5 ,5 ,5 ,
490 ,10 ,7 ,7 ,
2 ,2 ,1 ,1 ,
200 ,10 ,10 ,2 ,
64 ,4 ,2 ,8 ,
24 ,6 ,1 ,4 ,
720 ,8 ,10 ,9 ,
50 ,1 ,5 ,10 ,
54 ,3 ,6 ,3 ,
432 ,6 ,9 ,8 ,
60 ,6 ,10 ,1 ,
